Year,CHIRPS_Precipitation,Region
2014,299.8273609280586,Wadi Fira
2015,195.6312174249615,Wadi Fira
2016,214.78730809688568,Wadi Fira
2017,332.7258427143097,Wadi Fira
2018,384.0010786463276,Wadi Fira
2019,376.7006120872684,Wadi Fira
2020,294.67766836762166,Wadi Fira
2021,254.67510902881622,Wadi Fira
2022,340.0061211840366,Wadi Fira
2023,262.2708741873503,Wadi Fira
2024,474.60078089522955,Wadi Fira
2000,1473.0800916552544,Vihiga
2001,1867.03271651268,Vihiga
2002,2009.0222553014755,Vihiga
2003,1815.1329538822174,Vihiga
2004,1622.5868000984192,Vihiga
2005,1514.0416375398636,Vihiga
2006,2307.929717898369,Vihiga
2007,1775.6868423223495,Vihiga
2008,1873.431810617447,Vihiga
2009,1661.4688521623611,Vihiga
2010,2067.4992641806602,Vihiga
2011,2032.185661315918,Vihiga
2012,2236.4347566366196,Vihiga
2013,1978.6920595169067,Vihiga
2014,2073.12786591053,Vihiga
2015,2096.697631597519,Vihiga
2016,1662.1307153701782,Vihiga
2017,2124.266843318939,Vihiga
2018,2153.1965557336807,Vihiga
2019,2382.068389415741,Vihiga
2020,2984.58757263422,Vihiga
2021,2094.6084563732147,Vihiga
2022,2367.8355365619063,Vihiga
2023,2353.412419319153,Vihiga
2024,2323.2668188661337,Vihiga
2000,724.8034842014313,Bursa
2001,729.4322199821472,Bursa
2002,689.7146632671356,Bursa
2003,719.5791420936584,Bursa
2004,632.6729353666306,Bursa
2005,797.7922337055206,Bursa
2006,620.9951815605164,Bursa
2007,668.7052844762802,Bursa
2008,599.7825629711151,Bursa
2009,769.0159475803375,Bursa
2010,1123.7740732431412,Bursa
2011,600.1314692497253,Bursa
2012,768.041380405426,Bursa
2013,673.8254443407059,Bursa
2014,840.4101496934891,Bursa
2015,734.84725689888,Bursa
2016,701.1756064891815,Bursa
2017,752.0155881047249,Bursa
2018,836.9298753556795,Bursa
2019,625.2286671164493,Bursa
2020,607.4216669052839,Bursa
2021,814.9559230804443,Bursa
2022,552.9862755807117,Bursa
2023,836.9078406095505,Bursa
2024,659.3661739907111,Bursa
2000,701.3945988416672,Lara
2001,602.9181032776833,Lara
2002,670.1973183751106,Lara
2003,807.65025639534,Lara
2004,1001.3020321130753,Lara
2005,866.6723439693451,Lara
2006,837.3512651324272,Lara
2007,601.444021999836,Lara
2008,732.2290614247322,Lara
2009,590.9671988487244,Lara
2010,997.7784351110458,Lara
2011,1052.9752441644669,Lara
2012,802.1790043711662,Lara
2013,593.2793781757355,Lara
2014,551.5014801025391,Lara
2015,664.8452818989754,Lara
2016,795.3961842060089,Lara
2017,715.0130269527435,Lara
2018,641.90832835529,Lara
2019,583.7376198917627,Lara
2020,648.4809341933578,Lara
2021,643.6175745725632,Lara
2022,753.0810057222843,Lara
2023,610.8803943395615,Lara
2024,640.5761672675144,Lara
2000,2330.159024953842,Grand Kru
2001,2612.9186522960663,Grand Kru
2002,2308.2148035764694,Grand Kru
2003,3210.844348192215,Grand Kru
2004,2917.6209692955017,Grand Kru
2005,2663.208909511566,Grand Kru
2006,2821.7084772586823,Grand Kru
2007,2716.9218550920486,Grand Kru
2008,3031.315436601639,Grand Kru
2009,1960.9951964616776,Grand Kru
2010,3362.3451664447784,Grand Kru
2011,2618.642730474472,Grand Kru
2012,2526.1042753458023,Grand Kru
2013,2534.421283006668,Grand Kru
2014,3021.2609099149704,Grand Kru
2015,1978.455825805664,Grand Kru
2016,2799.3170496225357,Grand Kru
2017,2844.1906346082687,Grand Kru
2018,2963.0072262585163,Grand Kru
2019,2578.886591374874,Grand Kru
2020,2842.943845840171,Grand Kru
2021,3112.8491872549057,Grand Kru
2022,2847.058099746704,Grand Kru
2023,2698.37698161602,Grand Kru
2024,2346.2167652994394,Grand Kru
2000,1052.8092846870422,Sergipe
2001,972.0124936103821,Sergipe
2002,885.2869966030121,Sergipe
2003,802.1900677680969,Sergipe
2004,814.8004896640778,Sergipe
2005,825.1165814399719,Sergipe
2006,1020.2021770477295,Sergipe
2007,971.3884331583977,Sergipe
2008,1034.599772810936,Sergipe
2009,1073.6564478874207,Sergipe
2010,1063.4320094585419,Sergipe
2011,979.3483719825745,Sergipe
2012,725.9090888500214,Sergipe
2013,892.8615571260452,Sergipe
2014,683.7523235082626,Sergipe
2015,683.5114902257919,Sergipe
2016,668.3483772277832,Sergipe
2017,830.4524123668671,Sergipe
2018,668.6221307244296,Sergipe
2019,861.8600189685822,Sergipe
2020,936.7229930758476,Sergipe
2021,802.7918000221252,Sergipe
2022,1125.355869293213,Sergipe
2023,850.2458827495575,Sergipe
2024,936.9249057471752,Sergipe
2000,2655.6991991996765,Pahang
2001,2791.60363137722,Pahang
2002,1989.9152170419693,Pahang
2003,2680.176090478897,Pahang
2004,2338.6062623262405,Pahang
2005,2302.4827320575714,Pahang
2006,2533.708879709244,Pahang
2007,2723.156167268753,Pahang
2008,2794.4391441345215,Pahang
2009,2801.9333600997925,Pahang
2010,2330.069602251053,Pahang
2011,2810.087208509445,Pahang
2012,2874.213312983513,Pahang
2013,2776.8844742774963,Pahang
2014,2804.9520766735077,Pahang
2015,1977.6435070037842,Pahang
2016,2355.186149597168,Pahang
2017,2760.4017038345337,Pahang
2018,2428.486748278141,Pahang
2019,1947.2055726647377,Pahang
2020,2317.8076682686806,Pahang
2021,2954.802791595459,Pahang
2022,3409.1677997112274,Pahang
2023,2989.042291879654,Pahang
2024,2727.6154180169106,Pahang
2000,1529.6211029291153,Uttaradit
2001,1302.9289543628693,Uttaradit
2002,1344.4396636486053,Uttaradit
2003,1309.1927568912506,Uttaradit
2004,1507.1195122003555,Uttaradit
2005,1602.814703822136,Uttaradit
2006,2033.8130781650543,Uttaradit
2007,1553.626325249672,Uttaradit
2008,1644.3502931594849,Uttaradit
2009,1589.0547862052917,Uttaradit
2010,1492.5791087150574,Uttaradit
2011,2122.8371495604515,Uttaradit
2012,1764.8030743598938,Uttaradit
2013,1461.3580390810966,Uttaradit
2014,1501.9379351139069,Uttaradit
2015,1134.913091659546,Uttaradit
2016,1455.4442646503448,Uttaradit
2017,1838.3530611991882,Uttaradit
2018,1282.3891164536838,Uttaradit
2019,1202.141071260433,Uttaradit
2020,1483.285395188257,Uttaradit
2021,1525.858854174614,Uttaradit
2022,1644.481034874916,Uttaradit
2023,1290.480280637741,Uttaradit
2024,1270.8134744912386,Uttaradit
2000,1111.3884453475475,Kigoma
2001,1177.417713522911,Kigoma
2002,1262.1425587534904,Kigoma
2003,1102.8731521368027,Kigoma
2004,1210.511533498764,Kigoma
2005,997.6939564943314,Kigoma
2006,1298.7400447130203,Kigoma
2007,1112.3274583220482,Kigoma
2008,1142.6962382793427,Kigoma
2009,1191.3049048483372,Kigoma
2010,1054.8969986438751,Kigoma
2011,1197.7753369603306,Kigoma
2012,1036.0087561309338,Kigoma
2013,1270.6184766292572,Kigoma
2014,1139.690979719162,Kigoma
2015,1373.1854306459427,Kigoma
2016,1094.9956914186478,Kigoma
2017,1146.1578228473663,Kigoma
2018,1461.9538281243513,Kigoma
2019,1259.3337575283367,Kigoma
2020,1212.5110030186233,Kigoma
2021,1264.069940328598,Kigoma
2022,1155.7238565266307,Kigoma
2023,1648.2569461464882,Kigoma
2024,1369.0706982143092,Kigoma
2000,1464.7458221912384,Son La
2001,1491.770381808281,Son La
2002,1275.6521525382996,Son La
2003,1366.195104598999,Son La
2004,1450.0803663730621,Son La
2005,1533.2861094474792,Son La
2006,1311.6123155355453,Son La
2007,1576.2359008789062,Son La
2008,1648.06054520607,Son La
2009,1090.6596562862396,Son La
2010,1162.9987713098526,Son La
2011,1135.132276058197,Son La
2012,1485.0141723155975,Son La
2013,1318.4634672403336,Son La
2014,1687.0927076339722,Son La
2015,1537.5343179702759,Son La
2016,1658.8303804397583,Son La
2017,1723.9342970252037,Son La
2018,1821.9460726175457,Son La
2019,1396.3524351119995,Son La
2020,1796.076910763979,Son La
2021,1507.9826579093933,Son La
2022,1767.2183633456007,Son La
2023,1355.3036043643951,Son La
2024,1757.7954319964138,Son La
2000,752.3708809018135,Lamu
2001,1049.9120918512344,Lamu
2002,793.1651596426964,Lamu
2003,880.1111411750317,Lamu
2004,745.8836412727833,Lamu
2005,981.8689527511597,Lamu
2006,1040.789807319641,Lamu
2007,1167.001429259777,Lamu
2008,832.1010143756866,Lamu
2009,755.6232438087463,Lamu
2010,1270.210459470749,Lamu
2011,717.04762840271,Lamu
2012,733.3945467472076,Lamu
2013,905.3744584619999,Lamu
2014,1300.5891218185425,Lamu
2015,1058.2266788482666,Lamu
2016,606.2890377044678,Lamu
2017,951.0064036846161,Lamu
2018,1717.559722185135,Lamu
2019,1272.192833274603,Lamu
2020,1355.9249762147665,Lamu
2021,626.2001931667328,Lamu
2022,804.2788256332278,Lamu
2023,999.4285417795181,Lamu
2024,842.0416395161301,Lamu
2000,688.9199919700623,La Guaira
2001,769.3624758720398,La Guaira
2002,606.2176623344421,La Guaira
2003,720.9106001853943,La Guaira
2004,843.5573568344116,La Guaira
2005,961.26349401474,La Guaira
2006,948.0339493751526,La Guaira
2007,908.2686491012573,La Guaira
2008,943.2642340660095,La Guaira
2009,551.0056085586548,La Guaira
2010,1339.266421198845,La Guaira
2011,858.5038728713989,La Guaira
2012,862.8275039196014,La Guaira
2013,597.5468732118607,La Guaira
2014,543.095356464386,La Guaira
2015,418.3003194332123,La Guaira
2016,709.0163563489914,La Guaira
2017,749.2470293045044,La Guaira
2018,762.0722923278809,La Guaira
2019,728.2765871323645,La Guaira
2020,841.046855520457,La Guaira
2021,817.0531642436981,La Guaira
2022,988.6322872042656,La Guaira
2023,866.9344798326492,La Guaira
2024,929.755978671601,La Guaira
2000,1454.6087861061096,Cabanas
2001,1554.84749853611,Cabanas
2002,1854.4569668769836,Cabanas
2003,1916.9448401927948,Cabanas
2004,1990.2900714874268,Cabanas
2005,2237.2894115448,Cabanas
2006,2259.4963153600693,Cabanas
2007,1839.7452297210693,Cabanas
2008,2228.5214989185333,Cabanas
2009,1987.547044992447,Cabanas
2010,2499.3512568473816,Cabanas
2011,2224.495673418045,Cabanas
2012,2232.145516216755,Cabanas
2013,2048.5637531280518,Cabanas
2014,1881.3650361299515,Cabanas
2015,1636.2662492990494,Cabanas
2016,1495.8896627426147,Cabanas
2017,1722.1956014633179,Cabanas
2018,1655.626365557313,Cabanas
2019,1604.9595469236374,Cabanas
2020,2252.8334851861,Cabanas
2021,1750.9023127555847,Cabanas
2022,1816.7582006454468,Cabanas
2023,1632.34983420372,Cabanas
2024,1856.0113760828972,Cabanas
2000,1501.7448000907898,Busia
2001,1925.1618567109108,Busia
2002,2023.240577340126,Busia
2003,1837.332149386406,Busia
2004,1567.7562755346298,Busia
2005,1606.1052174568176,Busia
2006,2451.1430921554565,Busia
2007,1919.2040417194366,Busia
2008,1826.450907945633,Busia
2009,1752.302575469017,Busia
2010,2058.1265189647675,Busia
2011,2023.4842697381973,Busia
2012,2213.5433390140533,Busia
2013,1812.0292820334435,Busia
2014,2029.511603474617,Busia
2015,2226.8526861667633,Busia
2016,1590.567845582962,Busia
2017,2061.424886703491,Busia
2018,1977.0285902023315,Busia
2019,2378.4653544425964,Busia
2020,2903.376574575901,Busia
2021,1962.0550351142883,Busia
2022,2067.2877933979034,Busia
2023,2220.6452898979187,Busia
2024,2271.0815435415134,Busia
2000,104.62608939409259,Isiolo
2001,241.10272133350372,Isiolo
2002,354.8575311899185,Isiolo
2003,283.17099034786224,Isiolo
2004,290.7550305649638,Isiolo
2005,134.2353892326355,Isiolo
2006,322.50988295674324,Isiolo
2007,154.96603520551741,Isiolo
2008,195.13650220632553,Isiolo
2009,156.46850076317787,Isiolo
2010,229.9921704530716,Isiolo
2011,274.61418199539185,Isiolo
2012,206.5303190946579,Isiolo
2013,342.99321734905243,Isiolo
2014,295.79286456108093,Isiolo
2015,301.4625899195671,Isiolo
2016,204.67110377550125,Isiolo
2017,128.92332690954208,Isiolo
2018,498.786309055984,Isiolo
2019,434.1250437796116,Isiolo
2020,335.180749903322,Isiolo
2021,194.77070450782776,Isiolo
2022,171.9033770273736,Isiolo
2023,594.2143808305264,Isiolo
2024,282.54771115050545,Isiolo
2000,983.9511431455612,Alto Paraguay
2001,981.2217162847519,Alto Paraguay
2002,616.1784383058548,Alto Paraguay
2003,929.724254488945,Alto Paraguay
2004,976.3469614982605,Alto Paraguay
2005,992.6635228991508,Alto Paraguay
2006,931.2884826660156,Alto Paraguay
2007,912.7949720025063,Alto Paraguay
2008,899.6166960000992,Alto Paraguay
2009,731.7628483772278,Alto Paraguay
2010,734.0563364028931,Alto Paraguay
2011,1058.5871505737305,Alto Paraguay
2012,839.7877514958382,Alto Paraguay
2013,909.2680579423904,Alto Paraguay
2014,1107.2619980573654,Alto Paraguay
2015,866.4968866109848,Alto Paraguay
2016,954.8981125354767,Alto Paraguay
2017,916.8907347917557,Alto Paraguay
2018,1072.660190554629,Alto Paraguay
2019,779.73730635643,Alto Paraguay
2020,738.12571651914,Alto Paraguay
2021,797.422282397747,Alto Paraguay
2022,664.1147383451462,Alto Paraguay
2023,1093.1626015901566,Alto Paraguay
2024,776.4401041951687,Alto Paraguay
2000,1262.3405770659447,Jeju
2001,1455.261047333479,Jeju
2002,1828.9682965278625,Jeju
2003,1987.7966204881668,Jeju
2004,1753.1685494184494,Jeju
2005,1271.084077835083,Jeju
2006,1793.8075007796288,Jeju
2007,2154.609400689602,Jeju
2008,1538.3030670881271,Jeju
2009,1532.6661767959595,Jeju
2010,1964.9382684230804,Jeju
2011,1474.47971367836,Jeju
2012,2165.63835811615,Jeju
2013,1111.0221908092499,Jeju
2014,1826.5889866352081,Jeju
2015,1998.286866426468,Jeju
2016,1885.5601634979248,Jeju
2017,1398.8510228395462,Jeju
2018,1782.6218035625589,Jeju
2019,2280.0577384026897,Jeju
2020,1747.719265707498,Jeju
2021,1920.1329163312912,Jeju
2022,1136.725627590663,Jeju
2023,1517.0404456853867,Jeju
2024,1973.2307043918713,Jeju
2000,385.0438719987869,Jalal-Abad
2001,301.5280494093895,Jalal-Abad
2002,409.41825410723686,Jalal-Abad
2003,528.0184290409088,Jalal-Abad
2004,410.2436018884182,Jalal-Abad
2005,357.14467695355415,Jalal-Abad
2006,358.7918638288975,Jalal-Abad
2007,357.1174822151661,Jalal-Abad
2008,336.24189192056656,Jalal-Abad
2009,438.28269106149673,Jalal-Abad
2010,471.0666393041611,Jalal-Abad
2011,471.54098549485207,Jalal-Abad
2012,372.01046907901764,Jalal-Abad
2013,331.5799859762192,Jalal-Abad
2014,367.80085611343384,Jalal-Abad
2015,426.20371809601784,Jalal-Abad
2016,412.16617172956467,Jalal-Abad
2017,361.5974127948284,Jalal-Abad
2018,427.96340127289295,Jalal-Abad
2019,324.56046452373266,Jalal-Abad
2020,298.5134682171047,Jalal-Abad
2021,278.2888494729996,Jalal-Abad
2022,404.24888248741627,Jalal-Abad
2023,242.83714646100998,Jalal-Abad
2024,378.5788162312201,Jalal-Abad
2000,1325.442109465599,Khon Kaen
2001,1191.8187139630318,Khon Kaen
2002,1348.4568413868546,Khon Kaen
2003,1236.6392860859632,Khon Kaen
2004,1193.482781112194,Khon Kaen
2005,1282.111620604992,Khon Kaen
2006,1266.2340769767761,Khon Kaen
2007,1392.411758735776,Khon Kaen
2008,1677.0199278593063,Khon Kaen
2009,1185.0037890672684,Khon Kaen
2010,1306.1658585071564,Khon Kaen
2011,1491.1009825468063,Khon Kaen
2012,1124.8152377605438,Khon Kaen
2013,1123.4461123943329,Khon Kaen
2014,1142.121463894844,Khon Kaen
2015,1047.1474270820618,Khon Kaen
2016,1354.611093789339,Khon Kaen
2017,1690.0119073688984,Khon Kaen
2018,1214.0353496968746,Khon Kaen
2019,1058.9137702000548,Khon Kaen
2020,1449.083145391196,Khon Kaen
2021,1322.5015915036201,Khon Kaen
2022,1530.6564243361354,Khon Kaen
2023,1116.2299519777298,Khon Kaen
2024,1291.94116137145,Khon Kaen
2000,1020.2041493952274,Moxico
2001,1051.7953673303127,Moxico
2002,991.2237973809242,Moxico
2003,1097.796078324318,Moxico
2004,1078.6989905834198,Moxico
2005,993.6154257059097,Moxico
2006,996.0263532996178,Moxico
2007,1064.7401750981808,Moxico
2008,1003.498534321785,Moxico
2009,1243.7251207828522,Moxico
2010,1187.240970134735,Moxico
2011,1235.474949836731,Moxico
2012,1090.2501785755157,Moxico
2013,1035.482105255127,Moxico
2014,1118.6356291770935,Moxico
2015,929.2983944416046,Moxico
2016,1079.5955547690392,Moxico
2017,1200.5579270124435,Moxico
2018,1023.7146962219849,Moxico
2019,994.2742316909134,Moxico
2020,1276.4126538655732,Moxico
2021,981.4509127140045,Moxico
2022,1117.126477215439,Moxico
2023,999.3322191536427,Moxico
2024,680.1425947482134,Moxico
2000,490.43215733766556,Guanajuato
2001,533.9519155621529,Guanajuato
2002,689.9520790874958,Guanajuato
2003,902.3461257219315,Guanajuato
2004,871.1867814064026,Guanajuato
2005,465.70485793054104,Guanajuato
2006,759.1089876890182,Guanajuato
2007,711.9791620075703,Guanajuato
2008,707.1765648722649,Guanajuato
2009,608.9096745252609,Guanajuato
2010,577.1406908631325,Guanajuato
2011,424.0567058324814,Guanajuato
2012,584.7456246316433,Guanajuato
2013,703.0556619167328,Guanajuato
2014,699.8243815898895,Guanajuato
2015,742.1031536459923,Guanajuato
2016,706.8549442887306,Guanajuato
2017,559.7327890992165,Guanajuato
2018,878.9526741877198,Guanajuato
2019,585.0265982225537,Guanajuato
2020,527.9489657618105,Guanajuato
2021,904.6119822859764,Guanajuato
2022,451.7258327975869,Guanajuato
2023,415.25769805908203,Guanajuato
2024,511.0334131505656,Guanajuato
2000,3236.603526830673,Kalimantan Selatan
2001,2620.8846294879913,Kalimantan Selatan
2002,2131.4014616012573,Kalimantan Selatan
2003,2566.560228586197,Kalimantan Selatan
2004,2594.7000341415405,Kalimantan Selatan
2005,2679.6767568588257,Kalimantan Selatan
2006,2536.2308688163757,Kalimantan Selatan
2007,3208.5577203035355,Kalimantan Selatan
2008,3010.36470580101,Kalimantan Selatan
2009,2529.599034547806,Kalimantan Selatan
2010,3800.7536659240723,Kalimantan Selatan
2011,2768.3709547519684,Kalimantan Selatan
2012,2786.4363918304443,Kalimantan Selatan
2013,3173.815751552582,Kalimantan Selatan
2014,2754.4197912216187,Kalimantan Selatan
2015,2482.5071868896484,Kalimantan Selatan
2016,2870.5727939605713,Kalimantan Selatan
2017,3072.1147634983063,Kalimantan Selatan
2018,2918.974378631683,Kalimantan Selatan
2019,2460.493611395359,Kalimantan Selatan
2020,3382.5376593936235,Kalimantan Selatan
2021,3252.5708453655243,Kalimantan Selatan
2022,3244.4404561519623,Kalimantan Selatan
2023,2606.833490371704,Kalimantan Selatan
2024,3115.881570877973,Kalimantan Selatan
2000,514.1212569475174,Aydin
2001,777.7958628237247,Aydin
2002,637.7166013121605,Aydin
2003,734.4743492007256,Aydin
2004,550.9688081145287,Aydin
2005,670.5557768344879,Aydin
2006,552.9076355397701,Aydin
2007,598.9875042438507,Aydin
2008,437.58880615234375,Aydin
2009,951.6937102079391,Aydin
2010,777.5574604868889,Aydin
2011,650.3449212312698,Aydin
2012,730.7395853996277,Aydin
2013,685.3057353496552,Aydin
2014,694.8709451556206,Aydin
2015,615.8587219715118,Aydin
2016,470.24560618400574,Aydin
2017,577.2214726805687,Aydin
2018,621.5164066982796,Aydin
2019,807.3550512409711,Aydin
2020,454.2821171831246,Aydin
2021,625.7027000784874,Aydin
2022,485.18193601071835,Aydin
2023,657.7539094090462,Aydin
2024,535.7037026018254,Aydin
2000,-3659634.0,Kep
2001,-3649635.0,Kep
2002,-3649635.0,Kep
2003,-3649635.0,Kep
2004,-3659634.0,Kep
2005,-3649635.0,Kep
2006,-3649635.0,Kep
2007,-3649635.0,Kep
2008,-3659634.0,Kep
2009,-3649635.0,Kep
2010,-3649635.0,Kep
2011,-3649635.0,Kep
2012,-3659634.0,Kep
2013,-3649635.0,Kep
2014,-3649635.0,Kep
2015,-3649635.0,Kep
2016,-3659634.0,Kep
2017,-3649635.0,Kep
2018,-3649635.0,Kep
2019,-3649635.0,Kep
2020,-3659634.0,Kep
2021,-3649635.0,Kep
2022,-3649635.0,Kep
2023,-3649635.0,Kep
2024,-3659634.0,Kep
2000,1540.031287431717,Louangphabang
2001,1662.4080753326416,Louangphabang
2002,1434.4872751235962,Louangphabang
2003,1331.7279319763184,Louangphabang
2004,1399.6917924880981,Louangphabang
2005,1473.8669321537018,Louangphabang
2006,1184.7942101955414,Louangphabang
2007,1290.2914527654648,Louangphabang
2008,1505.2146677970886,Louangphabang
2009,1087.692566871643,Louangphabang
2010,1117.8447265625,Louangphabang
2011,1352.6921684741974,Louangphabang
2012,1370.8772993087769,Louangphabang
2013,1141.1654918193817,Louangphabang
2014,1325.8367142677307,Louangphabang
2015,1203.1127715110779,Louangphabang
2016,1402.598408460617,Louangphabang
2017,1506.682642698288,Louangphabang
2018,1696.0307757189585,Louangphabang
2019,1082.2790367305279,Louangphabang
2020,1437.0894511640072,Louangphabang
2021,1453.134283065796,Louangphabang
2022,1420.598951519467,Louangphabang
2023,1192.759125471115,Louangphabang
2024,1337.766650609672,Louangphabang
2000,1137.4913749694824,Chaco
2001,997.0014228820801,Chaco
2002,1395.8713593482971,Chaco
2003,969.2292983531952,Chaco
2004,1006.8472067117691,Chaco
2005,768.7028450965881,Chaco
2006,1104.539450764656,Chaco
2007,1101.9623071700335,Chaco
2008,857.1835286617279,Chaco
2009,915.9558210372925,Chaco
2010,876.6679283380508,Chaco
2011,924.446072280407,Chaco
2012,739.376234292984,Chaco
2013,780.672226190567,Chaco
2014,1000.9673398137093,Chaco
2015,1089.5684232711792,Chaco
2016,1107.950596690178,Chaco
2017,914.5965166091919,Chaco
2018,981.1967626392311,Chaco
2019,1219.8489800608265,Chaco
2020,804.8953897713541,Chaco
2021,715.9567682743073,Chaco
2022,675.081401600728,Chaco
2023,720.8586165904999,Chaco
2024,998.9521812208216,Chaco
2000,1785.957081079483,Anambra
2001,1436.3447929024696,Anambra
2002,1777.391522884369,Anambra
2003,1781.3350647091866,Anambra
2004,1621.488801419735,Anambra
2005,1648.3287830352783,Anambra
2006,1820.9482533335686,Anambra
2007,1838.3111681342125,Anambra
2008,1936.8926475048065,Anambra
2009,1858.6493635773659,Anambra
2010,1777.9931128025055,Anambra
2011,1724.7826615571976,Anambra
2012,1842.7083770036697,Anambra
2013,1367.4447329342365,Anambra
2014,1526.3900941610336,Anambra
2015,1400.9581950902939,Anambra
2016,1622.3025890439749,Anambra
2017,1552.2351410090923,Anambra
2018,1821.4829264879227,Anambra
2019,1894.2220038175583,Anambra
2020,1371.4836803898215,Anambra
2021,1698.1175109148026,Anambra
2022,1482.281899690628,Anambra
2023,1619.7074601054192,Anambra
2024,1381.5817212313414,Anambra
2000,363.62074732780457,Biskek
2001,352.7487497627735,Biskek
2002,535.8271424770355,Biskek
2003,521.6470233798027,Biskek
2004,417.02264112234116,Biskek
2005,437.46137833595276,Biskek
2006,413.6784962117672,Biskek
2007,358.3028290271759,Biskek
2008,342.6261887103319,Biskek
2009,455.1557302772999,Biskek
2010,467.650819838047,Biskek
2011,465.1969406604767,Biskek
2012,341.56458580493927,Biskek
2013,360.64229997992516,Biskek
2014,395.53726729750633,Biskek
2015,439.60988730192184,Biskek
2016,560.93022570014,Biskek
2017,416.5432892590761,Biskek
2018,406.2173000872135,Biskek
2019,363.15558399260044,Biskek
2020,345.89871288484534,Biskek
2021,312.31482726335526,Biskek
2022,414.8728914260864,Biskek
2023,258.3381702899933,Biskek
2024,368.2131726083526,Biskek
2000,1261.6947898864746,Cabo Delgado
2001,922.8303663730621,Cabo Delgado
2002,1138.4380836486816,Cabo Delgado
2003,1146.9427972435951,Cabo Delgado
2004,1299.9518792629242,Cabo Delgado
2005,677.784685254097,Cabo Delgado
2006,1344.4574239253998,Cabo Delgado
2007,1125.9924764633179,Cabo Delgado
2008,1230.5084664821625,Cabo Delgado
2009,764.8715538978577,Cabo Delgado
2010,1077.5632526874542,Cabo Delgado
2011,1067.654943227768,Cabo Delgado
2012,912.7377541065216,Cabo Delgado
2013,820.112664937973,Cabo Delgado
2014,1200.8881882429123,Cabo Delgado
2015,1064.2761762142181,Cabo Delgado
2016,1005.8014135360718,Cabo Delgado
2017,1221.282128572464,Cabo Delgado
2018,1150.1188964974099,Cabo Delgado
2019,1351.7699123185994,Cabo Delgado
2020,647.4296301032882,Cabo Delgado
2021,874.8752791881561,Cabo Delgado
2022,1091.762118626386,Cabo Delgado
2023,923.2417347431183,Cabo Delgado
2024,1064.2159013887867,Cabo Delgado
2000,465.34527015686035,Tana River
2001,388.8552201986313,Tana River
2002,533.4371863603592,Tana River
2003,476.3875995874405,Tana River
2004,380.6855937242508,Tana River
2005,335.15005815029144,Tana River
2006,756.730658352375,Tana River
2007,420.4586112499237,Tana River
2008,393.0039413124323,Tana River
2009,395.18296137452126,Tana River
2010,540.8157930970192,Tana River
2011,414.25926542282104,Tana River
2012,398.64618372917175,Tana River
2013,463.57027035951614,Tana River
2014,490.15853893756866,Tana River
2015,535.7335656881332,Tana River
2016,281.15309822559357,Tana River
2017,365.09409606456757,Tana River
2018,710.6747630536556,Tana River
2019,769.1112297847867,Tana River
2020,640.9207474440336,Tana River
2021,458.76884603500366,Tana River
2022,303.83697414398193,Tana River
2023,725.9424874782562,Tana River
2024,479.5693889405086,Tana River
2000,23.37053032964468,Hodh Ech Chargi
2001,30.09754504263401,Hodh Ech Chargi
2002,30.969316240400076,Hodh Ech Chargi
2003,56.302730679512024,Hodh Ech Chargi
2004,39.93809104710817,Hodh Ech Chargi
2005,58.1153350174427,Hodh Ech Chargi
2006,47.18621212989092,Hodh Ech Chargi
2007,35.92197521775961,Hodh Ech Chargi
2008,67.67370750755072,Hodh Ech Chargi
2009,47.7329396083951,Hodh Ech Chargi
2010,65.06317695975304,Hodh Ech Chargi
2011,33.10050695762038,Hodh Ech Chargi
2012,49.71850275993347,Hodh Ech Chargi
2013,45.37191814184189,Hodh Ech Chargi
2014,42.16880938410759,Hodh Ech Chargi
2015,49.008148692548275,Hodh Ech Chargi
2016,50.44325344264507,Hodh Ech Chargi
2017,41.086206138134,Hodh Ech Chargi
2018,43.946278616223935,Hodh Ech Chargi
2019,44.654696606099606,Hodh Ech Chargi
2020,36.65214450148051,Hodh Ech Chargi
2021,32.609705828130245,Hodh Ech Chargi
2022,54.81941687705694,Hodh Ech Chargi
2023,38.28200592845678,Hodh Ech Chargi
2024,63.80506154872546,Hodh Ech Chargi
2000,3169.049861550331,Yala
2001,2908.876890897751,Yala
2002,2415.6130393743515,Yala
2003,2760.0174807310104,Yala
2004,2713.396665096283,Yala
2005,3388.4673459529877,Yala
2006,2805.266404747963,Yala
2007,3299.3953288793564,Yala
2008,3628.973101377487,Yala
2009,3281.5099499225616,Yala
2010,3325.356897830963,Yala
2011,4014.2023751735687,Yala
2012,3451.247960090637,Yala
2013,3181.2429863214493,Yala
2014,2970.174601703882,Yala
2015,2406.8259226083755,Yala
2016,2812.645892381668,Yala
2017,3949.4278119802475,Yala
2018,3195.4718433730304,Yala
2019,2595.9458153247833,Yala
2020,3376.1783009767532,Yala
2021,3015.414817214012,Yala
2022,3845.5920618772507,Yala
2023,3492.043653011322,Yala
2024,3195.5827698633075,Yala
2000,49.73894292116165,Yazd
2001,72.19362777471542,Yazd
2002,66.76015836000443,Yazd
2003,77.93587751267478,Yazd
2004,98.47316181659698,Yazd
2005,64.41572001576424,Yazd
2006,86.25581642985344,Yazd
2007,84.03605808317661,Yazd
2008,62.18613874912262,Yazd
2009,92.84066623449326,Yazd
2010,56.79346126317978,Yazd
2011,79.70202872157097,Yazd
2012,93.3044054210186,Yazd
