Year,Region,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,relative_humidity_2m_mean,surface_pressure_mean,soil_moisture_mean,soil_temperature_mean
2001,"Beni, DRC",19.832963988919666,14.485872576177284,14.485872576177284,0.0,84.72853185595568,886.0792243767312,0.47357063711911357,20.24736842105263
2001,"Delhi, India",24.49173553719008,1.6382920110192838,1.6382920110192838,0.0,59.24242424242424,982.1289256198347,0.20321487603305785,26.90027548209366
2001,"Heilongjiang, China",1.4694214876033058,1.3807162534435262,1.190909090909091,0.1587052341597796,66.35261707988981,978.798347107438,0.3429862258953168,2.909090909090909
2001,"Nairobi, Kenya",18.04159779614325,1.7377410468319558,1.7377410468319558,0.0,69.57575757575758,832.1760330578513,0.1835757575757576,20.20220385674931
2001,"Zinder, Niger",26.914600550964188,0.6922865013774105,0.6922865013774105,0.0,32.81818181818182,959.9096418732782,0.06584022038567493,29.129752066115703
2002,"Beni, DRC",20.25013698630137,13.64,13.64,0.0,82.92876712328767,886.2331506849314,0.470345205479452,20.616438356164384
2002,"Delhi, India",25.39835616438356,1.1008219178082193,1.1008219178082193,0.0,56.057534246575344,982.1569863013698,0.18123561643835615,27.978630136986304
2002,"Heilongjiang, China",1.6128767123287673,1.4989041095890412,1.3063013698630137,0.1607123287671233,68.72876712328767,979.0816438356164,0.34586575342465753,3.5545205479452058
2002,"Nairobi, Kenya",18.216712328767123,1.5526027397260276,1.5526027397260276,0.0,69.58630136986301,832.5084931506849,0.18832054794520547,20.35808219178082
2002,"Zinder, Niger",27.304931506849314,0.603013698630137,0.603013698630137,0.0,32.227397260273975,959.9079452054796,0.06600547945205479,29.737260273972602
2003,"Beni, DRC",20.320273972602738,14.510136986301369,14.510136986301369,0.0,82.77534246575343,886.228493150685,0.4699123287671233,20.68383561643836
2003,"Delhi, India",23.87013698630137,2.4876712328767123,2.4876712328767123,0.0,62.778082191780825,982.7172602739726,0.2381945205479452,26.077260273972605
2003,"Heilongjiang, China",2.078082191780822,1.9106849315068493,1.7936986301369864,0.10336986301369865,66.9041095890411,979.8797260273972,0.3561780821917808,4.172876712328767
2003,"Nairobi, Kenya",18.434246575342467,1.5835616438356164,1.5835616438356164,0.0,67.63287671232877,832.4471232876713,0.21006301369863015,20.541095890410958
2003,"Zinder, Niger",27.25095890410959,0.7564383561643836,0.7564383561643836,0.0,32.94794520547945,959.7369863013698,0.06686575342465753,29.551780821917806
2004,"Beni, DRC",20.37486338797814,14.328961748633878,14.328961748633878,0.0,82.11475409836065,886.1901639344262,0.4724125683060109,20.696174863387977
2004,"Delhi, India",25.002732240437158,1.2989071038251365,1.2989071038251365,0.0,58.65573770491803,982.375956284153,0.1944262295081967,27.036065573770493
2004,"Heilongjiang, China",1.992622950819672,1.4721311475409835,1.1699453551912569,0.23964480874316943,66.89617486338798,978.6825136612022,0.34231967213114756,4.944808743169399
2004,"Nairobi, Kenya",18.464207650273224,1.1942622950819672,1.1942622950819672,0.0,67.24863387978142,832.4729508196721,0.17137704918032787,20.73469945355191
2004,"Zinder, Niger",27.63032786885246,0.5169398907103825,0.5169398907103825,0.0,30.816939890710383,959.7292349726777,0.06263934426229507,29.94781420765027
2005,"Beni, DRC",20.676438356164383,14.743835616438357,14.743835616438357,0.0,80.93972602739726,886.0487671232877,0.4587671232876712,21.04027397260274
2005,"Delhi, India",24.45698630136986,1.9704109589041097,1.9704109589041097,0.0,57.038356164383565,982.5772602739727,0.22024931506849316,26.53150684931507
2005,"Heilongjiang, China",1.4835616438356165,1.7608219178082194,1.6383561643835616,0.11410958904109589,68.58082191780822,978.5553424657535,0.35790136986301374,4.932054794520548
2005,"Nairobi, Kenya",18.49041095890411,1.3265753424657534,1.3265753424657534,0.0,66.47123287671234,832.5520547945206,0.18745753424657532,20.686849315068493
2005,"Zinder, Niger",27.775068493150684,0.712876712328767,0.712876712328767,0.0,33.16986301369863,959.5071232876712,0.06550684931506849,30.126301369863015
2006,"Beni, DRC",20.074246575342467,15.138356164383561,15.138356164383561,0.0,84.7972602739726,886.0986301369863,0.4761780821917808,20.53150684931507
2006,"Delhi, India",25.451780821917808,1.5041095890410958,1.5041095890410958,0.0,55.61643835616438,982.4556164383562,0.19645205479452055,27.700821917808216
2006,"Heilongjiang, China",1.4624657534246577,1.703013698630137,1.4778082191780821,0.18353424657534245,65.98904109589041,979.5389041095891,0.34881095890410957,3.403561643835616
2006,"Nairobi, Kenya",18.31972602739726,1.9024657534246574,1.9024657534246574,0.0,69.43561643835616,832.2915068493152,0.1906849315068493,20.38191780821918
2006,"Zinder, Niger",27.56931506849315,0.7304109589041097,0.7304109589041097,0.0,32.06849315068493,959.4967123287671,0.06891506849315068,30.07150684931507
2007,"Beni, DRC",20.252054794520546,14.496986301369862,14.496986301369862,0.0,82.83561643835617,885.9071232876712,0.45924109589041096,20.727123287671233
2007,"Delhi, India",24.93643835616438,1.778904109589041,1.778904109589041,0.0,58.36164383561644,982.0035616438356,0.1995205479452055,27.16986301369863
2007,"Heilongjiang, China",3.3750684931506854,1.1345205479452054,0.9419178082191781,0.16186301369863013,64.10684931506849,978.8372602739726,0.3105041095890411,4.163561643835616
2007,"Nairobi, Kenya",18.45150684931507,1.1353424657534246,1.1353424657534246,0.0,68.44657534246575,832.1060273972603,0.1782986301369863,20.473698630136987
2007,"Zinder, Niger",27.364931506849317,0.7794520547945205,0.7794520547945205,0.0,31.454794520547946,959.6246575342466,0.07843835616438356,29.306849315068494
2008,"Beni, DRC",19.95983606557377,13.164754098360657,13.164754098360657,0.0,83.96448087431693,885.534699453552,0.4688770491803279,20.364207650273226
2008,"Delhi, India",24.490163934426228,2.1603825136612023,2.1603825136612023,0.0,60.12021857923497,981.760655737705,0.2251530054644809,26.64972677595628
2008,"Heilongjiang, China",3.084972677595628,1.3412568306010928,1.1540983606557378,0.14497267759562843,64.98087431693989,978.8191256830601,0.3123469945355191,4.0693989071038255
2008,"Nairobi, Kenya",18.359016393442623,1.292896174863388,1.292896174863388,0.0,66.8360655737705,831.8513661202185,0.17449180327868852,20.510109289617485
2008,"Zinder, Niger",26.88224043715847,0.637431693989071,0.637431693989071,0.0,31.887978142076502,959.5814207650272,0.06925956284153005,29.184699453551914
2009,"Beni, DRC",20.2986301369863,15.90164383561644,15.90164383561644,0.0,83.91506849315068,885.8550684931506,0.475972602739726,20.69945205479452
2009,"Delhi, India",25.564657534246578,1.16986301369863,1.16986301369863,0.0,53.6,981.937808219178,0.18201917808219178,27.99671232876712
2009,"Heilongjiang, China",1.4241095890410957,1.8484931506849316,1.6430136986301371,0.18084931506849317,66.08767123287672,978.4465753424657,0.3436958904109589,4.556164383561644
2009,"Nairobi, Kenya",18.91972602739726,0.806027397260274,0.806027397260274,0.0,63.85753424657534,832.4279452054794,0.15989589041095892,21.373698630136985
2009,"Zinder, Niger",28.16191780821918,0.38082191780821917,0.38082191780821917,0.0,30.197260273972603,959.3463013698631,0.0606027397260274,30.654520547945204
2010,"Beni, DRC",20.589315068493153,15.755616438356165,15.755616438356165,0.0,84.20547945205479,885.9024657534247,0.4788246575342465,20.961369863013697
2010,"Delhi, India",25.396438356164385,2.4273972602739726,2.4273972602739726,0.0,60.38630136986301,981.6602739726028,0.2307068493150685,27.69232876712329
2010,"Heilongjiang, China",1.574794520547945,1.5202739726027397,1.175068493150685,0.28556164383561644,67.89315068493151,978.973698630137,0.339358904109589,5.1558904109589045
2010,"Nairobi, Kenya",18.506027397260272,1.529041095890411,1.529041095890411,0.0,69.17534246575343,832.3117808219178,0.17696438356164385,20.546575342465754
2010,"Zinder, Niger",27.847397260273972,1.0295890410958903,1.0295890410958903,0.0,34.88219178082192,959.2156164383562,0.08478904109589042,29.958904109589042
2011,"Beni, DRC",20.12958904109589,13.630958904109589,13.630958904109589,0.0,83.82739726027397,885.5679452054794,0.4658219178082192,20.544931506849313
2011,"Delhi, India",24.321095890410962,1.8005479452054796,1.8005479452054796,0.0,63.0027397260274,981.7939726027397,0.22986027397260275,26.34054794520548
2011,"Heilongjiang, China",1.681095890410959,1.4443835616438356,1.2575342465753425,0.1633972602739726,69.69315068493151,979.5668493150686,0.34674246575342466,5.866849315068493
2011,"Nairobi, Kenya",18.84986301369863,1.5561643835616439,1.5561643835616439,0.0,65.71506849315068,831.8041095890411,0.1764904109589041,20.946849315068494
2011,"Zinder, Niger",27.62684931506849,0.6312328767123287,0.6312328767123287,0.0,31.9013698630137,959.3353424657535,0.06865205479452055,29.85041095890411
2012,"Beni, DRC",20.33551912568306,13.761748633879781,13.761748633879781,0.0,81.3415300546448,886.0579234972678,0.4542732240437159,20.798360655737703
2012,"Delhi, India",24.262841530054647,1.5661202185792351,1.5661202185792351,0.0,57.67213114754098,981.7833333333334,0.2196912568306011,26.47622950819672
2012,"Heilongjiang, China",0.9674863387978143,2.012295081967213,1.8289617486338796,0.16352459016393442,69.43715846994536,979.4292349726775,0.3597185792349727,3.358196721311475
2012,"Nairobi, Kenya",18.70464480874317,2.0243169398907104,2.0243169398907104,0.0,66.31967213114754,832.0653005464482,0.2160218579234973,20.784153005464482
2012,"Zinder, Niger",27.29535519125683,0.6901639344262295,0.6901639344262295,0.0,34.450819672131146,959.5964480874317,0.06563934426229509,29.609562841530057
2013,"Beni, DRC",20.29068493150685,12.862465753424658,12.862465753424658,0.0,83.15342465753425,886.2252054794521,0.4695808219178082,20.595342465753426
