Year,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,relative_humidity_2m_mean,soil_temperature_mean,Infection Prevalence,Mortality Rate
2001,18.04159779614325,1.7377410468319558,1.7377410468319558,0.0,69.57575757575758,20.20220385674931,0.189217783151226,1.28987024876081
2002,18.216712328767123,1.5526027397260276,1.5526027397260276,0.0,69.58630136986301,20.35808219178082,0.1585753378077579,1.08616068816027
2003,18.434246575342467,1.5835616438356164,1.5835616438356164,0.0,67.63287671232877,20.54109589041096,0.130145184632331,1.09708122424765
2004,18.464207650273224,1.1942622950819672,1.1942622950819672,0.0,67.24863387978142,20.73469945355191,0.0895100409532683,0.921126263244468
2005,18.49041095890411,1.3265753424657534,1.3265753424657534,0.0,66.47123287671234,20.686849315068493,0.0581790634808435,0.744240872272628
2006,18.31972602739726,1.9024657534246572,1.9024657534246572,0.0,69.43561643835616,20.38191780821918,0.0449645647614076,0.6005211370064061
2007,18.45150684931507,1.1353424657534246,1.1353424657534246,0.0,68.44657534246575,20.473698630136987,0.0358081749993962,0.462280337643058
2008,18.359016393442623,1.292896174863388,1.292896174863388,0.0,66.8360655737705,20.510109289617485,0.0313314658996398,0.432159698284385
2009,18.91972602739726,0.806027397260274,0.806027397260274,0.0,63.85753424657534,21.373698630136985,0.0320945642001478,0.385192104280486
2010,18.506027397260272,1.529041095890411,1.529041095890411,0.0,69.17534246575343,20.546575342465754,0.0327040701306783,0.228991240659607
2011,18.84986301369863,1.556164383561644,1.556164383561644,0.0,65.71506849315068,20.94684931506849,0.0346883758875729,0.124142549126651
2012,18.70464480874317,2.0243169398907104,2.0243169398907104,0.0,66.31967213114754,20.78415300546448,0.0364260467469141,0.1287475367762049
2013,18.365479452054792,2.0383561643835617,2.0383561643835617,0.0,69.24109589041096,20.20986301369863,0.0390548103346596,0.245397626794909
2014,18.703013698630137,1.4712328767123288,1.4712328767123288,0.0,67.81095890410958,20.66630136986301,0.0387684529139333,0.298923714798646
2015,18.955616438356166,1.896986301369863,1.896986301369863,0.0,66.77808219178083,21.007123287671234,0.0373949282955015,0.295530844963446
2016,18.85327868852459,1.3008196721311476,1.3008196721311476,0.0,67.28142076502732,20.951092896174863,0.0353139879586548,0.283752839699342
2017,19.203835616438354,1.6347945205479453,1.6347945205479453,0.0,65.79452054794521,21.177260273972603,0.0403131808605848,0.262838327237917
2018,18.28219178082192,2.881643835616438,2.881643835616438,0.0,73.01369863013699,19.987397260273973,0.0428837533553248,0.284233189851958
2019,19.02493150684932,5.155342465753424,5.155342465753424,0.0,72.44657534246575,20.66219178082192,0.045497383661946,0.298925915333768
2020,18.494535519125684,4.354644808743169,4.354644808743169,0.0,76.4672131147541,19.66639344262295,0.0480632394862893,0.365113074052302
2021,18.609863013698632,2.240821917808219,2.240821917808219,0.0,70.27671232876712,20.206027397260275,0.0475807321409408,0.363702251131814
2022,18.6427397260274,1.2364383561643837,1.2364383561643837,0.0,67.26575342465753,20.592876712328767,0.0472753583220705,0.372240278061127
2023,19.253150684931505,1.87013698630137,1.87013698630137,0.0,67.58082191780822,21.19945205479452,0.0479607973388567,0.2970749487688109
2024,19.58235294117647,3.0058823529411764,3.0058823529411764,0.0,74.58823529411765,21.44117647058824,0.047422025623553,0.3037968107993
